video_id,comment_id,video_title,channel_name,channel_id,author_name,author_channel_id,text,source_query,source_group,dataset_sources,author_handle,published_text,like_count_text,reply_count,is_pinned,viewer_rating
n8iP75gIpmw,Ugyuk_4Gq9tbJjGZVRl4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@andyB5280,UCh5ESQvtzyHDhCA7XyekCFA,"Y las cosas no cambian, ellos siguen haciendo pobrecitos cómo sufren, mientras jenye de muere por la compra de medicamentos y no tienen para comprarla .",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@andyB5280,hace 2 años,3,0,False,
is3Mk5oC19g,UgyvMO5z1LjtvyRIIxd4AaABAg,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@lazarobarillas3575,UCk4O-J1BhoqPmig1KLGJePA,Claro....hechor y consentidor pena por igual😮😮😮😮😮😮😮,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@lazarobarillas3575,hace 1 día, ,0,False,
j43HgwYFKfk,UgyvSxtnuw9xRiNU5tl4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@AnaDiaz-re9sq,UCUoYsrx1oZnCZ0usbBJn4fA,"Ese Luis Cordón, si que es valiente el resto de consejeros son lame botas",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@AnaDiaz-re9sq,hace 1 año,1,0,False,
b_Hkrkl3adA,UgyxvyPVCur3jgc_1mx4AaABAg,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,@Hernandez-i1o,UCHu8x4MVkayU6VgwVKd--MQ,Asquerosos dilicuentes empresas del belzebu y Buda asqueroso gobierno chueco del Don Arévalo nada hace por la población Guatemalteca y los asquerosas y asquerosos diputados del congreso de la república,guatemala noticias,topic,debug_comments_fixed2_comments.csv | youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@Hernandez-i1o,hace 7 horas,1,0,False,
n8iP75gIpmw,UgyypM6Ts6Ut_EuFcdN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@simoncreyesc7579,UC-jS_kA9w-OmpupXDx156Rg,Y pueblo muriéndose del ambre ve hijos de su mera madre,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@simoncreyesc7579,hace 2 años,2,0,False,
n8iP75gIpmw,Ugyyx5lXrgFXsraCIMh4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@ErvinLeonardoCarreraLatín,UC9vMq1YF-e7C-VO0SHkbUTA,P..   si tengo hambre que le quitó un pedazo de ferrocarril mi...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@ErvinLeonardoCarreraLat%C3%ADn,hace 2 años, ,0,False,
yLZS3JiEBg8,UgyzKNq94Z4Y2GSth514AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@sparkvalkov,UChT7pzGytNd92Nmvi-zuWog,vine del instagram!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@sparkvalkov,hace 2 años,1,0,False,
n8iP75gIpmw,Ugyzgy-Lqlq6CTb4GPB4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@OdilioRodríguez-c5w,UChZknRmJkeGeQk0-mQuhDOg,Y porqué no lo hacen  en lugares más sencillos pero como todos estos son iguales solo piensan en hartarse bien por eso salen como Rodriguez arzu  a costillas del pueblo,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@OdilioRodr%C3%ADguez-c5w,hace 2 años,1,0,False,
WIUZtitfLRw,UgyzzIxBoO0_7kX1EWJ4AaABAg,Caminar en una ciudad hecha para carros,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@nicelol5241,UCOARn3hnfkB7-_Rwa8Hoqcw,"Muy cierto, mi mamá en este momento esta incapacitada de una pierna y hemos vivido lo que es caminar en aceras altas, ineptas, absurdamente pequeñas y además dañadas.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@nicelol5241,hace 1 año, ,0,False,
b_Hkrkl3adA,Ugz-XNtfLx0lzcoHUXN4AaABAg,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,@ManuelSanchez-b8q2z,UC9Wp6vL5oCU37qC3Aj94WZA,"Que comando mierd@ mejor de todas maneras tenemos que seguir trabajando, más gasto cuando ellos tapan.",guatemala noticias,topic,debug_comments_fixed2_comments.csv | youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@ManuelSanchez-b8q2z,hace 3 horas, ,0,False,
06mFNPU0aB8,Ugz158DoUO_zyZlglG14AaABAg,Capturan a presuntos delincuentes disfrazados de mujer señalados de cometer asalto,Noti7,UCVpSRoZgngfSL03Nlbjtq9A,@carlitosramirez4739,UCIXLDYqR_syskKRJy_x9W9Q,Inglés,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@carlitosramirez4739,hace 2 semanas, ,0,False,
n8iP75gIpmw,Ugz1TFgP101cP3SQAW94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@belarminavillatoro6474,UCYN4wSQ1Sx4_LurxLlW7MPg,"Esas no son cosas minuciosas como dice el diputado Nery Rodas ya todos los diputados saben que les dieron orden de no gastar el dinero del pueblo para almuerzos de diputados y el w que quiere que  no nos digan nada porque son cosas como que no vale nada contarlo,si gastaron ese dinero que se los cobren a los diputados,están viendo qué hay personas muriendo de hambre y ellos bien Gracias dándose la gran vida que lo paguen con su sueldo que para eso ganan bien sin vergüenzas vividores,pues que lo paguen para ustedes es poco dos mil quetzales pero para nosotros los pobres es mucho dinero no importa que sea menor gasto pero entiendan que ya no,y si ustedes trabajan que sea en horas adecuadas y no en horas de comidas,y si usted dice que es muy poco el dinero entonces renuncien y busquen otro trabajo porque hay sueldos que ganan el mínimo y de ahí tienen que pagar todo imagínese señor por favor?",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@belarminavillatoro6474,hace 2 años, ,0,False,
yLZS3JiEBg8,Ugz1VUKAy1iuwk_x2jN4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@3762Jorge,UCTTILH6QCIxbTnEWxwRqs1g,La próxima habla de la harina de trigo.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@3762Jorge,hace 2 años, ,0,False,
n8iP75gIpmw,Ugz1kbHjtN-jQUk3sWd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@giovannirodas4836,UC5bG9nc_JV3FsNP2KseQiYw,Nombre.... Tenía razon el loco Taracena!!!!! Los diputados siempre iban a decir q no les alcanza el salario de 25 mil. Y uno von salario mínimo tiene q ver cómo le hace para q le alcance!!! Entonces q busquen otro trabajo!!! Es el colmo plata hay lo q pasa q los políticos como el se lo gastan en hartazon!!!!😡😡😡😡,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@giovannirodas4836,hace 2 años,2,0,False,
n8iP75gIpmw,Ugz200h27x5RIAnswQd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@mireyamorales6595,UCKDR0f2fu2UzWL8mBv5-BHw,"PERO ESTOS QUE ESTAN ENTREVISTANDO AL DIPUTADO NERY RODAS PORQUE 
NO LE PREGUNTARON A LA LEGISLATURA ANTERIOR TODOS LOS GASTOS  QUE HHACIAN.
 :face-blue-smiling: ASI ES LA ANTERIOR LEGISLATURA PAGABAN HASTA PORQUE IBAN AL BAÑO.
SR. RODAS..DEJE A ESTOS QUE LO ESTAN ENTREVISTANDO QUE LE PREGUNTEN
A SU MADRE.
LO QUE AFECTO EN GRANDE EL PAIS,ESOS ROBOS DE  jimmy morales / giammattei.
ALEGANDO POR UNA FACTURA DE Q.2,OOO. O,  MENOS.
  👁giammattei  ROBO MILLONES DE MILLONES Y ESTOS CORRUPTOS ENTREVISTADORES hablando de desnutricion ???  pregunten a giammattei,vive en
el pais todavia...vayan a buscarlo.
JAMAS LE HIZIERON NUNCA UNA PREGUNTA ACERCA DE LOS GASTOS QUE HACIA.
👁 toda empresa privada o gubernamental,PAGAN SUS GASTOS PARA LAS REUNIONESS
QUE LES TOCA HACER.
VAYAN A BUSCAR A allan rodriguez por ej...alvaro arzu...esos si son CORRUPTOS.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@mireyamorales6595,hace 2 años, ,0,False,
PjmxCj-a9Hg,Ugz26waEPWK6VtsenFZ4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@juandeleon9060,UCNIeXbV_mEwpa412h1aqUWw,Dios. Los cria. Y El.....los coruptos. Siempre. Van de la Mano....,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@juandeleon9060,hace 1 año,1,1,False,
PjmxCj-a9Hg,Ugz26waEPWK6VtsenFZ4AaABAg.ALglV0O_2mtALgq1_mUSB_,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Luis-gn3fj,UCbYoNG5J3Au5BqtbXogfEFw,Ud y quienes mas😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@Luis-gn3fj,hace 1 año,1,0,False,
n8iP75gIpmw,Ugz2Y0LOPaJfoV8R01d4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@monkchapin,UCl0ekS9Tt0jJGtOEM18S63w,paaajaaaasss,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@monkchapin,hace 2 años, ,0,False,
PjmxCj-a9Hg,Ugz5OziU6YjREVjZJUZ4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@DennisseLopetegi,UCVQf0tzL7xRzFJsABVVULpg,El estado de Colombia fue el verdugo de Uribe.. cuando sienten q alguien les enfrenta con la verdad se acobardan.. igual pasa con el ejecutivo de Guatemala.. bueno en fin arevalo es compadre de petro.  0igo a este presidente y solo mentiras salen de du bocata..  HDP,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@DennisseLopetegi,hace 1 año, ,0,False,
b_Hkrkl3adA,Ugz6naDsqtHsbONkRBl4AaABAg,Bloqueos en Guatemala este 31 de agosto por alza en combustibles afectan rutas principales,PrensaLibreOficial,UCEepOY2svuxbsJ-zsAPT9Fg,@moisesvaldez4043,UCsUCN0Yq_UyTvKjOJLmNrnQ,Vamos a paralizar todo el pais talvez asi entiende este gibierno medrioque,guatemala noticias,topic,debug_comments_fixed2_comments.csv,/@moisesvaldez4043,hace 49 minutos, ,0,False,
n8iP75gIpmw,Ugz76M4X7jXyiAqAC_d4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@IvánPérez-j4j,UCsSXdJct-nsS8DsABoEsaYA,"Pues deberían establecer viáticos cuando los trabajos sean institucionales, eso seria más legal. Ponga una tabla de viáticos, ejemplo: desayuno 60, almuerzo 100, cena 60; hospedaje 150.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Iv%C3%A1nP%C3%A9rez-j4j,hace 2 años,2,1,False,
n8iP75gIpmw,Ugz76M4X7jXyiAqAC_d4AaABAg.A7j4tx1RMDbA7oQQlZnZR4,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@MariaaliciaColonmorales,UC9xr9QvIcDvoZNUX5f-jaZw,"Es que ellos tienen un rubro para comidas hasta por 10,000quetzales pero ellos principalmente los de junta directiva dijeron que  no tocarían ese dinero que ellos comerían de su bolsillo",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@MariaaliciaColonmorales,hace 2 años, ,0,False,
n8iP75gIpmw,Ugz7WPxTOQEwmZpnx_V4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@davidisraelesquitsaquil,UCi1b_TRQfgO1Z9O2gNGGWNA,"Ahora se destapo la CORRUPCION Q EXISTIA Y AHORA SE CONTAMINO despues de ampliacion ahora DEUDAS a la Comunidad Internacional por PRESTAMOS para carreteras, ademas CONCESIONES A AEROPUERTOS, PUERTOS, LAS MISMAS CARRETERAS, todos millonario, EUROBONOS, vender al pais y CANASTA BASICA A Q10,000 todo lo van hacer PERO ESE DINERO QUE OBTENGAN SERA REGALO DEL 👹👹👹 Xq DIOS dara justicia en su momento la JUSTICIA DE DIOS con sus hijitos sera IMPLACABLE y omnipotente🇬🇹🇬🇹🇬🇹🇬🇹",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@davidisraelesquitsaquil,hace 2 años, ,0,False,
n8iP75gIpmw,Ugz8BbgcucTeHAjfvqJ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@SergioGarcia-z9c,UCpl8rF8uv_8uui-QRvuJaRA,Señores con el salario de este señor almuerzo asta las ocho dela noche y me como un tortrix que vale la pena,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@SergioGarcia-z9c,hace 1 año, ,0,False,
j43HgwYFKfk,Ugz8fJcHTKHoEWJPwWt4AaABAg,La cooptación de Walter Mazariegos en la USAC,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@EcPerez-zz9oh,UClhMWQ7XKWywYvbRnuf8QsA,"Como sabes que son pajas, si las tienes dwvuelvelas.",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@EcPerez-zz9oh,hace 1 año, ,0,False,
is3Mk5oC19g,Ugz8hBV9j2KQGtMhPUR4AaABAg,Capturan a ladrón que había quedado grabado mientras robaba en una parroquia de Retalhuleu,TN23 Guatemala,UCt5Dw7ePnn0AqPqRF8Xpjkw,@zoilagarcia9019,UC4kg7zuTfqQKLd2bkZrSYBA,Sinverguenza la ley maya y luego preso.,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@zoilagarcia9019,hace 20 horas, ,0,False,
n8iP75gIpmw,Ugz8pKFUmjVv-zF8lvJ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@welfrealdana5559,UCOLGv5Pf6BF2wFcwUzgcvHg,La única que se filtro el mismo lo dijo son unos muertos de amber todos lis diputados tienen que pagar con su dinero para eso tienen un sueldo  no sean sucios,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@welfrealdana5559,hace 2 años, ,0,False,
OkXlHx0hx-8,UgzBnKyfiTTp9djPTh54AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@RosaMontesdeOca777,UCbNanjFI51cwGqMAb2rOrBw,Fe esperanza oración perseverantes diariamente paz bien verdad amor claridad sabiduría justicia divina ❤😊,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@RosaMontesdeOca777,hace 1 día, ,0,False,
n8iP75gIpmw,UgzBpiHQkRpqfeyCDwd4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@katerynsantiago2907,UC2weSE8rpqkGMOp6StYtVfg,que verguenza de jente..esto esto lo que logran parir las universidades..y estos corruptos nunca han hecho nada bueno x el pais..lo unico que han hecho es artarse caro a costillas del pueblo...que de aposol...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@katerynsantiago2907,hace 2 años,1,0,False,
lj983NWyAQY,UgzDFSLs4n_6XtQjgjZ4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@carlosoliva9249,UCyzf29IYjNw67gGIfsjgtxA,"Impresionante 👏🏻👏🏻 la ciudad de Guatemala siempre ha tenido alcaldes de visión, Arzú siempre quizo ver una ciudad cosmopolita y de gran desarrollo, esperemos eso siga.",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@carlosoliva9249,hace 7 años,45,0,False,
PjmxCj-a9Hg,UgzDK8qo7Il1yafNllJ4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@josegil3813,UCzZ6dDCEsLMXbc5pCFXIprw,Adelante Excelentisimo Senor Presidente  Bernardo Arevalo de Leo'n   2028 - 2030.-,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@josegil3813,hace 1 año, ,0,False,
lj983NWyAQY,UgzESrzC3abcN60poBF4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@alexarcos8349,UCaT6M2zp7X6r6Whd8Vv3kHQ,Me encanta poner un negocio en Guatemala en un futuro no muy lejano.,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@alexarcos8349,hace 5 años,1,0,False,
n8iP75gIpmw,UgzFOdujc0-cy9W1Uv14AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@marisosa7832,UC3NMzdMYryaw82kPTnsaljg,Mientras los Guatemaltecos  muriendo de hambre,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@marisosa7832,hace 2 años, ,0,False,
n8iP75gIpmw,UgzGYzecKVZyDzajKPV4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@guillermogonzalez5153,UCLggDc_a5HriXv7I1h02sOA,"Cuando comen  puyaso,,,,,,y un niño  del campo come tortilla con sal  ,,,que es lo relevante  ,,,??",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@guillermogonzalez5153,hace 2 años,4,0,False,
n8iP75gIpmw,UgzH_SOr2gGO_dDna5J4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@FranciscoRivera-sf7ne,UCSou6a2OuYGSvPjm5psquyA,Qué descaro de ese vividor,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@FranciscoRivera-sf7ne,hace 2 años, ,0,False,
PjmxCj-a9Hg,UgzJ85lM1ogkB4KOk2d4AaABAg,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@aureliomaldonado4793,UCtNyHmRZtvGF2hSvI2dUBWw,Este presidente pendejo no va aser nada si no van a tapar baches menos van a avanzar en otras cosas ya están igual a México con la mañanera y no asen nada solo son abla mierda,@GobiernodeGuatemala,topic,PjmxCj-a9Hg_out_comments.csv | youtube_guatemala_plus_comments.csv,/@aureliomaldonado4793,hace 1 año, ,0,False,
lj983NWyAQY,UgzKcy6Zr6Ele2EAo6J4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@samuelaguilar529,UCGqKxQS-z3NZzZF-2w338AA,"Me encantaría vivir por un tiempo en Guatemala.
Saludos desde México. :)",Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@samuelaguilar529,hace 7 años,211,3,False,
yLZS3JiEBg8,UgzL_lyzP1gwPdnVQ3Z4AaABAg,Arroz con pollo a la MONOPOLIO,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@JBFlute92,UCXO1BBohNWXkK9SBDAG2ySg,Excelente trabajo !!,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@JBFlute92,hace 2 años, ,0,False,
6W4u8sGEnGM,UgzMXsCXt9Lh-tk3fZd4AaABAg,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@maydamorales4395,UChyps3dqY-VY1_wLeq-2lhw,"Despues de tanta corrpcion y desfalco por los anteriores gobiernos ladrones que esperaba Rolando? ahora si se puede ver que los fondos de nuestros impuestos se estan usando en lo que deberian de haberse usado hace 40 anios, es muy bueno ver que al fin hay un presidente que esta trabajando no sentado atras de un escritorio llenandose las bolsas!",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@maydamorales4395,hace 6 días,14,1,False,
6W4u8sGEnGM,UgzMXsCXt9Lh-tk3fZd4AaABAg.A_zGMKwFBhPA_zWhjiGKb7,Inician los trabajos de recuperación del Puente Belice II.,Gobierno de la República de Guatemala,UC-ZtFBHzgkYFh7whZkuR_Ag,@Murmullodelbarrio,UCyJhqmMbsvjpoarBBStA2kg,"Esoooooo 
Así mero es",Gobierno de la República de Guatemala,topic,youtube_guatemala_plus_comments.csv | youtube_lab_targets_small_comments.csv,/@Murmullodelbarrio,hace 6 días,1,0,False,
n8iP75gIpmw,UgzM_dw7xZDkJJ8eYQ94AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Rogergh-nw4oj,UCXgr7vXlRrsaskPdo097kGA,asi o mas envelequero...,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Rogergh-nw4oj,hace 2 años, ,0,False,
n8iP75gIpmw,UgzMppllQcjsXkBLgiZ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@Jel.Awesh.M,UCylqlpsh8ENNM1LqgQ1KbxA,Y eso es a lo que sale a luz ¿qué más  nos esconderán?,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@Jel.Awesh.M,hace 1 año, ,0,False,
n8iP75gIpmw,UgzOB-KAGGElQGAPxEZ4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@aluxdel4792,UC4cXueR2bKGFJV0Fk76gwmA,"Por qué hay 160 diPUTAdos ? Máximo deberían ser 80 diPUTAdos , hambrientos porque saben que el pueblo paga y hasta da propina. Y mientras tanto en el corredor seco la gente se está muriendo de hambre",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@aluxdel4792,hace 1 año, ,0,False,
n8iP75gIpmw,UgzOGr7KGQ9pa-CJdgN4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@LE_A22,UCNBnKqWf4d-rS4HwJRQljmQ,"Ósea que por ser diputados TIENEN QUE TENER PRIVILEGIOS A HUEVOS?  25 mil al mes más dietas,mocos etc. pero hablemos de 25 mil,ese ese el salario de 5 ó 6 meses de un ciudadano de a pie… y no tiene carro comida,tel etc gratis como estas ratas,y entre esos diputados los de la junta,los jefes de bloque son los más chuchos,pero quiere justificar todo como que fuese un derecho  y ellos fuesen reyes del país",@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@LE_A22,hace 2 años, ,0,False,
n8iP75gIpmw,UgzOYjc2Ii04ZArW7vF4AaABAg,Qué rico come tu diputado,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@mariorodas593,UCmvOgzmmXbjUthHy-WJ52hQ,Eso del ferrogaril nunca se va a realisar.,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@mariorodas593,hace 2 años,1,0,False,
s0eco-BofOs,UgzOeIbOqa0dhaWyj_B4AaABAg,¿Quiénes pagan más en Centroamérica?,Quorum,UCE4rsXcgDb6e1-a9iTbWzfg,@jahirdiaz5862,UC6xI_MOaxajIWpoP8BH6E_Q,wooow,@quorumgt/videos,channel,quorum_complete_comments.csv | youtube_guatemala_plus_comments.csv,/@jahirdiaz5862,hace 1 año, ,0,False,
lj983NWyAQY,UgzPExq20lnf7-8d7_p4AaABAg,Plan 2032 Ciudad de Guatemala,Municipalidad de Guatemala,UCXa6LVjBzUtmcM3cwbd9e2w,@mynorgudiel8646,UCtMBF_1O2jY2INlb_luuB_A,Que Bonita ciudad mi Guatemala como te extraño algún día regresaremos saludos a todos los paisanos que estamos en el extranjero,Municipalidad de Guatemala,topic,lj983NWyAQY_out_comments.csv | youtube_guatemala_plus_comments.csv,/@mynorgudiel8646,hace 7 años,15,0,False,
OkXlHx0hx-8,UgzQTWwjC_XVPUNxuXp4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@flornolberto2425,UCrqXyRsg-_hTosURZ-uvoKg,Que desgraciados sin Corazón y porque mandarlos a un pais del que no pertenesen ???? Si los  deportan por lo menos deverian de hacerlo al pais que pertenesen haci la familia puede verlos y ver sus nesecidad.,guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@flornolberto2425,hace 1 día, ,0,False,
OkXlHx0hx-8,UgzRlz8OqalaHh8EnUl4AaABAg,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@pasionpornada,UCGZMgmM92E3njyXNe9-kjAQ,""" Ayudanos a luchar contra el racismo y los malos tratos; vete de regreso a tu pais""
                                              Someone.",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@pasionpornada,hace 1 día (editado),2,1,False,
OkXlHx0hx-8,UgzRlz8OqalaHh8EnUl4AaABAg.Aa9hqaKl_ywAaB_OUjpKKh,EE.UU. envía a mexicanos deportados a Guatemala antes de su regreso a México | Noticias Telemundo,Noticias Telemundo,UCRwA1NUcUnwsly35ikGhp0A,@eugeneramirez4405,UCi2KiZq63sRq8Mfbcp-MelQ,"It ghe LAW 
You don't make your own rules!",guatemala noticias,topic,youtube_guatemala_comments.csv | youtube_guatemala_plus_comments.csv,/@eugeneramirez4405,hace 20 horas, ,0,False,
